标题,标题链接,wb_text,wb_text_链接,wb_handle
"
            再见大叶榕：转发微博        ",https://weibo.com/3683878122,再见大叶榕,https://vip.weibo.com/personal?from=main,赞
"
            如果我能带你一起旅行：真好        ",https://weibo.com/2025060347,如果我能带你一起旅行,https://vip.weibo.com/personal?from=main,赞
"
            蓝伯基尼：鲁信我不豫        ",https://weibo.com/2550325313,蓝伯基尼,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            ocean_小海：向前看！！！我正在努力！！！        ",https://weibo.com/5645639821,ocean_小海,https://vip.weibo.com/personal?from=main,赞
"
            葛东生：转一下谭警光原版        ",https://weibo.com/dongshengge,葛东生,https://verified.weibo.com/verify,赞
"
            我是番薯叔：我正在努力        ",https://weibo.com/fanshehua,我是番薯叔,https://verified.weibo.com/verify,赞
"
            ngup-琪琪：真好        ",https://weibo.com/2755981364,ngup-琪琪,https://vip.weibo.com/personal?from=main,赞
"
            KingariesHyperlink：温暖        ",https://weibo.com/kingariesfu,KingariesHyperlink,https://vip.weibo.com/personal?from=main,赞
"
            弛羊羊：谭老师好善良        ",https://weibo.com/6008965931,弛羊羊,,1
"
            倾酱动漫集：向前看        ",https://weibo.com/5305090707,倾酱动漫集,https://verified.weibo.com/verify,赞
"
            非非的欧尼酱：十年前的偶遇，十年后的重逢往前看，幸福的活着#往前看有光#         ",https://weibo.com/2103748443,非非的欧尼酱,https://s.weibo.com/weibo?q=%23%E5%BE%80%E5%89%8D%E7%9C%8B%E6%9C%89%E5%85%89%23&from=default,1
"
            肖家夏木小呆桃：活着本身改变不了，那就改变活着的态度        ",https://weibo.com/7186070012,肖家夏木小呆桃,https://verified.weibo.com/verify,4
"
            疯肚扁扁：弟弟呢        ",https://weibo.com/6574789723,疯肚扁扁,https://vip.weibo.com/personal?from=main,1
"
            石見-Zoro：真好        ",https://weibo.com/iamshijian,石見-Zoro,https://verified.weibo.com/verify,赞
"
            芥末章鱼ovo：好家伙        ",https://weibo.com/6746181489,芥末章鱼ovo,https://vip.weibo.com/personal?from=main,赞
"
            遇见麻辣烫bb：以最快的速度送我去火葬场哈哈哈哈艹        ",https://weibo.com/5449339095,遇见麻辣烫bb,,2
"
            Mason李辉：我希望下集还有玲妹妹        ",https://weibo.com/6221671161,Mason李辉,,3
"
            Lance_Diao：哈哈，谭sir开的威马        ",https://weibo.com/2183312835,Lance_Diao,,3
"
            洋洋是浙傳李光洙：老大爺加油        ",https://weibo.com/5531092760,洋洋是浙傳李光洙,https://verified.weibo.com/verify,赞
"
            i丶Kerwin：去二仙桥！走成华大道        ",https://weibo.com/6306310551,i丶Kerwin,,2
"
            静静来去：真好        ",https://weibo.com/2602430755,静静来去,https://vip.weibo.com/personal?from=main,赞
"
            自由人白小雪：哈哈哈哈哈还是60岁        ",https://weibo.com/xiaoxuebai,自由人白小雪,,3
"
            封印我的是被子__：啊哈哈哈谭sir更新了        ",https://weibo.com/6294395946,封印我的是被子__,,赞
"
            咫尺理塘丶：哈哈  文化人        ",https://weibo.com/heismine,咫尺理塘丶,https://vip.weibo.com/personal?from=main,赞
"
            菜籽落地生新苗：你看，心态好的人，60岁也能有新开始，也能有宝宝。        ",https://weibo.com/6091636444,菜籽落地生新苗,,1
"
            我换昵称喽：大爷把女儿教育的很好，叫叔叔，说谢谢。        ",https://weibo.com/2499853213,我换昵称喽,,1
"
            范佳荣：亲人的祭日记得好清楚        ",https://weibo.com/2010108947,范佳荣,,1
"
            十月的大姐夫：观音乔在观音桥，世间音寻世间因        ",https://weibo.com/1958449692,十月的大姐夫,,1
"
            煦青Star：平凡的人给我最多感动        ",https://weibo.com/2069146701,煦青Star,,1
"
            幽默搞笑那些事儿：千万不要被那些蹭热度的恶臭网红知道了！        ",https://weibo.com/3128207835,幽默搞笑那些事儿,https://verified.weibo.com/verify,2
"
            99级键盘武魂斗罗：单身狗连夜买票去成都找观音桥        ",https://weibo.com/6361448607,99级键盘武魂斗罗,,2
"
            99级键盘武魂斗罗：感动        ",https://weibo.com/6361448607,99级键盘武魂斗罗,,2
"
            画木人：请最快的速度送我去火葬场        ",https://weibo.com/flyingfanclub,画木人,,2
"
            austinana爱dudu：希望有的人不要去打扰别人的生活！        ",https://weibo.com/austinana,austinana爱dudu,,2
"
            汉堡五元一个：真好啊 感动！！👏👏        ",https://weibo.com/3170509677,汉堡五元一个,https://vip.weibo.com/personal?from=main,2
"
            佛系不代表怂：真好        ",https://weibo.com/6038091294,佛系不代表怂,,2
"
            平行世界的红豆牛奶：这样的结局真的太好了！！！祝福他们一家人！！！！        ",https://weibo.com/5256686734,平行世界的红豆牛奶,,2
"
            sweetdgonlingxxi：虽然穷但却活着很透彻很幸福！望以后越来越好        ",https://weibo.com/6407907400,sweetdgonlingxxi,https://vip.weibo.com/personal?from=main,3
"
            慢慢吞吞爱panda：哈哈，十年后60        ",https://weibo.com/1902448463,慢慢吞吞爱panda,,2
"
            弟弟是个幼稚鬼：向前看有光！        ",https://weibo.com/5708354052,弟弟是个幼稚鬼,https://vip.weibo.com/personal?from=main,2
"
            不吃芒果的yu：向前看！！！        ",https://weibo.com/7038924522,不吃芒果的yu,,3
"
            Kirky_：所以大爷这么老还能生孩子，精力好好        ",https://weibo.com/2703768873,Kirky_,https://vip.weibo.com/personal?from=main,2
"
            安琦橘子：谭sir和大爷都        ",https://weibo.com/6033228005,安琦橘子,,1
"
            初恋这件小情事：观音桥是个好地方啊        ",https://weibo.com/2483880200,初恋这件小情事,,3
"
            象我这样平凡的人：感谢谭紧官带给我们的感动，能去找找二仙桥大爷再聊聊吗？        ",https://weibo.com/2041657175,象我这样平凡的人,https://weibo.com/1805524974/KbshsucVn?type=comment,1
"
            飘零的蒲公英zhu：最快的速度送我去火葬场        ",https://weibo.com/1590226394,飘零的蒲公英zhu,,1
"
            符朵拉：积极乐观的生活态度最重要，加油！        ",https://weibo.com/2179847687,符朵拉,https://vip.weibo.com/personal?from=main,1
"
            绒绒田：哈哈哈哈哈哈哈哈哈哈火葬场        ",https://weibo.com/5260980666,绒绒田,https://vip.weibo.com/personal?from=main,1
"
            陈建3508：一个中年大叔笑着笑着流下了羡慕且祝福的眼泪        ",https://weibo.com/6406144377,陈建3508,,1
"
            大禹海棠---：@少年你要大步向前走        ",https://weibo.com/3968825770,大禹海棠---,https://weibo.com/n/%E5%B0%91%E5%B9%B4%E4%BD%A0%E8%A6%81%E5%A4%A7%E6%AD%A5%E5%90%91%E5%89%8D%E8%B5%B0?from=feed&loc=at,1
"
            yumi要多喝水：挺好的        ",https://weibo.com/2193664261,yumi要多喝水,,1
"
            瞌睡虫杨小木：谭sir老了，大爷还年轻，哈哈哈哈原来是为了逃避罚款谎报了年龄！但是这位现实版福贵大爷的人生态度真的很朴实无华，也很令人感动。        ",https://weibo.com/1883972852,瞌睡虫杨小木,,1
"
            鱼眠小姐：去二仙桥，人马合一，走成华大道        ",https://weibo.com/3833955470,鱼眠小姐,,2
"
            哟哟哟这不小蓝吗：谭sir太过分了，来一趟还要洗小朋友的脑壳        ",https://weibo.com/7565186716,哟哟哟这不小蓝吗,,1
"
            Alicale：美女人好看，也很不错        ",https://weibo.com/6590777399,Alicale,,1
"
            锐澳不好喝：这个妹妹会说话        ",https://weibo.com/5671542064,锐澳不好喝,,1
"
            鹰瞳2021：这个玲挺漂亮        ",https://weibo.com/lianjinglei,鹰瞳2021,,1
"
            陈秋办儿_Echo：谭警官植发了哈哈哈哈哈        ",https://weibo.com/1964068792,陈秋办儿_Echo,https://weibo.com/1805524974/KbshsucVn?type=comment,1
"
            大熊猫好懒：要小姐姐的联系方式        ",https://weibo.com/5967376061,大熊猫好懒,,1
"
            早日退博：看到发福的谭sir和幸福的大爷，还有什么理由不努力        ",https://weibo.com/5178667431,早日退博,,1
"
            Scorpio-Poppy：“福贵”大爷真的太正能量了！我也要努力地活着！        ",https://weibo.com/1828096932,Scorpio-Poppy,,1
"
            Elamor_yyy：川岛警官干得漂亮！        ",https://weibo.com/5841825378,Elamor_yyy,,1
"
            alittle心之所向：孩子真可爱        ",https://weibo.com/3179803587,alittle心之所向,https://vip.weibo.com/personal?from=main,1
"
            狗粮吖：虽然没有暴露出大爷住址，不想让大家去打扰大爷平静的生活，估计还是会有许多人去蹭流量        ",https://weibo.com/1238818400,狗粮吖,https://verified.weibo.com/verify,3
"
            itscandylee_：我正在努力        ",https://weibo.com/3157910565,itscandylee_,https://weibo.com/1805524974/KbshsucVn?type=comment,1
"
            夏雄伟建设工程专业律师：谢谢您！善良的谭法官！        ",https://weibo.com/7069174579,夏雄伟建设工程专业律师,javascript:void(0);,1
"
            中东大美人：        ",https://weibo.com/5538590202,中东大美人,https://vip.weibo.com/personal?from=main,1
"
            125微微安：转个谭警官本尊发的        ",https://weibo.com/1988267231,125微微安,,1
"
            走走停停停停停停停不下来：希望网红、媒体不要去打扰人家啦        ",https://weibo.com/6558482303,走走停停停停停停停不下来,https://kefu.weibo.com/faqdetail?id=20848,1
"
            油娃儿：在命运面前，也许不能不感叹人的无力。改变不了活着的事实，就改变活着的态度吧。 相信有信念的人能在任何环境中收获幸福，向前看！        ",https://weibo.com/5525060795,油娃儿,,1
"
            自古良君多生悲MVP：大爷当时心眼子真多        ",https://weibo.com/7287776306,自古良君多生悲MVP,,1
"
            樱奈春时Fairy：我正在努力        ",https://weibo.com/6471784172,樱奈春时Fairy,https://verified.weibo.com/verify,1
"
            中影小水：向前看        ",https://weibo.com/scssrs,中影小水,https://verified.weibo.com/verify,1
"
            无限微笑的雄霸天下：正在努力！ 《活着》下周去省图借书看。        ",https://weibo.com/3138241935,无限微笑的雄霸天下,,1
"
            这周也很好看：真好👏真的没想到《活着》也有这样幸福的后续👏        ",https://weibo.com/6187982041,这周也很好看,https://vip.weibo.com/personal?from=main,1
"
            小宝贝牌爱心草莓：希望大爷生活越来越好，身体健康        ",https://weibo.com/3983815605,小宝贝牌爱心草莓,https://verified.weibo.com/verify,1
"
            不重要刻脑门坚强刻心底：快去观音桥拜拜        ",https://weibo.com/5705525364,不重要刻脑门坚强刻心底,https://vip.weibo.com/personal?from=main,1
"
            EE·不是你的鱼：福贵，以后可得好好活啊。        ",https://weibo.com/2176314711,EE·不是你的鱼,https://vip.weibo.com/personal?from=main,2
"
            杜超越牛通：我正在努力        ",https://weibo.com/5139227631,杜超越牛通,https://verified.weibo.com/verify,1
"
            MunizXin：川岛景观好        ",https://weibo.com/5265140858,MunizXin,,1
"
            噶玛邬金kezhou：二仙桥怎么走        ",https://weibo.com/5512598684,噶玛邬金kezhou,,2
"
            洛洺丶：谭警官确实变化挺大的        ",https://weibo.com/6382665567,洛洺丶,,1
